section,hscode,description,parent,level
XV,8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless saw blades)",82,4
XV,820210,"Tools, hand; hand saws",8202,6
XV,820220,"Tools, hand; band saw blades",8202,6
XV,820231,"Tools, hand; circular saw blades (including slitting or slotting saw blades), with working part of steel",8202,6
XV,820239,"Tools, hand; circular saw blades (including slitting or slotting saw blades), with working part of materials (other than steel)",8202,6
XV,820240,"Tools, hand; chain saw blades",8202,6
XV,820291,"Tools, hand; straight saw blades, for working metal",8202,6
XV,820299,"Tools, hand; saw blades n.e.c. in heading no. 8202",8202,6
XV,8203,"Tools, hand; files, rasps, pliers (including cutting pliers), pincers, tweezers, metal cutting shears, pipe cutters, bolt croppers, perforating punches and similar",82,4
XV,820310,"Tools, hand; files, rasps and similar tools",8203,6
XV,820320,"Tools, hand; pliers (including cutting pliers), pincers, tweezers and similar tools",8203,6
XV,820330,"Tools, hand; metal cutting shears and similar tools",8203,6
XV,820340,"Tools, hand; pipe-cutters, bolt croppers, perforating punches and similar tools",8203,6
XV,8204,"Tools, hand; hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches), interchangeable spanner sockets, with or without handles",82,4
XV,820411,"Tools, hand; hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches), non-adjustable",8204,6
XV,820412,"Tools, hand; hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches), adjustable",8204,6
XV,820420,"Tools, hand; interchangeable spanner sockets, with or without handles",8204,6
XV,8205,"Tools, hand; (including glaziers' diamonds) n.e.c.; blow lamps; vices, clamps etc, other than accessories for and parts of, machine-tools or water-jet cutting machines; anvils; portable forges; hand or pedal operated grinding wheels with frameworks",82,4
XV,820510,"Tools, hand; drilling, threading or tapping tools",8205,6
XV,820520,"Tools, hand; hammers and sledge hammers",8205,6
XV,820530,"Tools, hand; planes, chisels, gauges and similar cutting tools for working wood",8205,6
XV,820540,"Tools, hand; screwdrivers",8205,6
XV,820551,"Tools, hand; household tools",8205,6
XV,820559,"Tools, hand; other hand tools (including glaziers diamonds), excluding household tools, drilling, threading or tapping tools, hammers and sledge hammers, planes, chisels, gouges and similar cutting tools for working wood, and screwdrivers",8205,6
XV,820560,"Tools, hand; blow lamps",8205,6
XV,820570,"Tools, hand; vices, clamps and the like",8205,6
XV,820590,"Tools, hand; n.e.c. in heading 8205, including anvils, portable forges, hand or pedal-operated grinding wheels with frameworks, and sets of articles of two or more of the subheadings in heading 8205",8205,6
XV,8206,"Tools, hand; two or more of heading no. 8202 to 8205, put up in sets for retail sale",82,4
XV,820600,"Tools, hand; two or more of heading no. 8202 to 8205, put up in sets for retail sale",8206,6
XV,8207,"Tools, interchangeable; for hand tools, whether or not power-operated, or for machine tools (pressing, stamping, punching, drilling etc), including dies for drawing or extruding metal, and rock drilling or earth boring tools",82,4
XV,820713,"Tools, interchangeable; rock drilling or earth boring tools, with working part of cermets, whether or not power operated",8207,6
XV,820719,"Tools, interchangeable; rock drilling or earth boring tools, with working part (other than of cermets), whether or not power operated, including parts",8207,6
XV,820720,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), dies for drawing or extruding metal",8207,6
XV,820730,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), tools for pressing, stamping or punching",8207,6
XV,820740,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), tools for tapping or threading",8207,6
XV,820750,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), tools for drilling (other than rock)",8207,6
XV,820760,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), for boring or broaching",8207,6
XV,820770,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), for milling",8207,6
XV,820780,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), for turning",8207,6
XV,820790,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), for screw-driving or uses n.e.c. in heading no. 8207",8207,6
XV,8208,"Knives and cutting blades, for machines or for mechanical appliances",82,4
XV,820810,"Tools; knives and cutting blades, for machines or for mechanical appliances, for metal working",8208,6
XV,820820,"Tools; knives and cutting blades, for wood working machines or mechanical appliances",8208,6
XV,820830,"Tools; knives and cutting blades, for kitchen appliances or for machines used by the food industry",8208,6
XV,820840,"Tools; knives and cutting blades, for agricultural, horticultural or forestry machines or mechanical appliances",8208,6
XV,820890,"Tools; knives and cutting blades, for machines or mechanical appliances, n.e.c. in heading no. 8208",8208,6
XV,8209,"Tools; plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets",82,4
XV,820900,"Tools; plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets",8209,6
XV,8210,"Tools; hand-operated mechanical appliances, weighing 10kg or less, used in the preparation, conditioning or serving of food or drink",82,4
XV,821000,"Tools; hand-operated mechanical appliances, weighing 10kg or less, used in the preparation, conditioning or serving of food or drink",8210,6
XV,8211,"Knives; with cutting blades, serrated or not (including pruning knives), other than knives of heading no. 8208, and blades therefore",82,4
XV,821110,"Knives; with cutting blades, serrated or not (including pruning knives), sets of assorted articles, excluding knives and blades of heading no. 8208",8211,6
XV,821191,"Knives; table knives, having fixed cutting blades, serrated or not, excluding knives and blades of heading no. 8208",8211,6
XV,821192,"Knives; having fixed cutting blades, (other than table knives), serrated or not, excluding knives and blades of heading no. 8208",8211,6
XV,821193,"Knives; with cutting blades, (having other than fixed blades), serrated or not, excluding knives and blades of heading no. 8208",8211,6
XV,821194,"Blades; cutting, serrated or not, excluding those of heading no. 8208",8211,6
XV,821195,Knives; with handles of base metal,8211,6
XV,8212,Razors and razor blades; (including razor blade blanks in strips),82,4
XV,821210,Razors,8212,6
XV,821220,"Razors; safety razor blades, including razor blade blanks in strips",8212,6
XV,821290,Razors; parts n.e.c. in heading no. 8212,8212,6
XV,8213,"Scissors; tailors' shears and similar shears, and blades therefore",82,4
XV,821300,"Scissors; tailors' shears, similar shears and blades therefore",8213,6
XV,8214,"Cutlery; other articles, (e.g. hair clippers, butchers' or kitchen cleavers, choppers and mincing knives, paper knives), manicure or pedicure sets and instruments (including nail files)",82,4
XV,821410,"Cutlery; paper knives, letter openers, erasing knives, pencil sharpeners and blades therefore",8214,6
XV,821420,Manicure or pedicure sets and instruments; (including nail files),8214,6
XV,821490,Cutlery; hair clippers and mincing knives,8214,6
XV,8215,"Cutlery; spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter knives, sugar tongs and similar kitchen or tableware",82,4
XV,821510,"Cutlery; sets of assorted articles (e.g. spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and similar), with at least one article plated with precious metal",8215,6
XV,821520,"Cutlery; sets of assorted articles (e.g. spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter knives, sugar tongs and similar), not plated with precious metal",8215,6
XV,821591,"Cutlery; (e.g. spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and similar), plated with precious metal, not in sets",8215,6
XV,821599,Cutlery; other than plated with precious metal,8215,6
XV,83,Metal; miscellaneous products of base metal,TOTAL,2
XV,8301,"Padlocks and locks (key, combination, electrically operated) of base metal; clasps and frames with clasps incorporating locks, of base metal, keys for any or the foregoing articles, of base metal",83,4
XV,830110,"Padlocks; (key, combination or electrically operated), of base metal",8301,6
XV,830120,"Locks; of a kind used for motor vehicles (key, combination or electrically operated), of base metal",8301,6
XV,830130,"Locks; of a kind used for furniture (key, combination or electrically operated), of base metal",8301,6
XV,830140,"Locks; (other than those for motor vehicles or furniture), (key, combination or electrically operated), of base metal",8301,6
XV,830150,"Clasps and frames with clasps; incorporating locks, of base metal",8301,6
XV,830160,"Locks; parts of padlocks, locks, clasps and frames with clasps incorporating locks, of base metal",8301,6
XV,830170,"Keys; presented separately, of base metal",8301,6
XV,8302,"Base metal mountings, fittings and similar articles for furniture, doors, staircases, windows, trunks, chests etc, castors with mountings of base metal, automatic door closers of base metal",83,4
XV,830210,"Hinges; suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like, of base metal",8302,6
XV,830220,"Castors; with mountings, of base metal",8302,6
XV,830230,"Mountings, fittings and similar articles; for motor vehicles, of base metal",8302,6
XV,830241,"Mountings, fittings and similar articles; of base metal, suitable for buildings",8302,6
XV,830242,"Mountings, fittings and similar articles; suitable for furniture of base metal",8302,6
XV,830249,"Mountings, fittings and similar articles; suitable for other than buildings or furniture, of base metal",8302,6
XV,830250,"Hat-racks, hat-pegs, brackets and similar fixtures, of base metal",8302,6
XV,830260,Automatic door closures; of base metal,8302,6
XV,8303,"Safes; armoured or reinforced, strong-boxes, doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, of base metal",83,4
XV,830300,"Safes; armoured or reinforced, strong-boxes, doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, of base metal",8303,6
XV,8304,"Office equipment; filing cabinets, card-index cabinets, paper trays and rests, pen trays, office-stamp stands and the like, of base metal, other than office furniture of heading no. 9403",83,4
XV,830400,"Office equipment; filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment, of base metal, other than office furniture of heading no. 9403",8304,6
XV,8305,"Stationery; fittings for loose-leaf binders or files, letter clips, letter corners, paper clips, indexing tags and the like, staples in strips (for offices, upholstery, packaging), of base metal",83,4
XV,830510,"Stationery; fittings for loose-leaf binders or files, of base metal",8305,6
XV,830520,"Stationery; staples in strips, (e.g. for offices, upholstery, packaging), of base metal",8305,6
XV,830590,"Stationery; letter clips, letter corners, paper clips, indexing tags and similar office articles, including parts, of base metal",8305,6
XV,8306,"Bells, gongs and the like; non-electric, statuettes, other ornaments, photograph, picture, similar frames, mirrors, of base metal",83,4
XV,830610,"Bells, gongs and the like; non-electric, of base metal",8306,6
XV,830621,Statuettes and other ornaments; of base metal plated with precious metal,8306,6
XV,830629,Statuettes and other ornaments; of base metal other than plated with precious metal,8306,6
XV,830630,"Photograph, picture or similar frames, mirrors; of base metal",8306,6
XV,8307,"Tubing; flexible, with or without fittings, of base metal",83,4
XV,830710,"Tubing; flexible, with or without fittings, of iron or steel",8307,6
XV,830790,"Tubing; flexible, with or without fittings of base metal, other than those of iron or steel",8307,6
XV,8308,"Clasps, frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets etc for clothing & accessories, footwear, jewellery, wrist-watches, books, awnings, leather goods, travel goods, saddlery etc, tubular etc rivets, beads, spangles, of base metal",83,4
XV,830810,"Hooks, eyes and eyelets; of base metal, of a kind used for clothing, footwear, awnings, handbags, travel goods or other made up articles",8308,6
XV,830820,"Rivets; tubular or bifurcated, of base metal",8308,6
XV,830890,"Clasps, frames with clasps, buckles, buckle clasps; of base metal, of a kind used for clothing & accessories, footwear, jewellery, wrist-watches, books, awnings, leather goods, travel goods, saddlery etc, including parts",8308,6
XV,8309,"Stoppers, caps, lids (including crown corks, screw caps, pouring stoppers); capsules for bottles, threaded bungs, bung covers, seals and other packaging accessories, of base metal",83,4
XV,830910,"Stoppers; corks, of base metal",8309,6
XV,830990,"Stoppers; caps and lids, of base metal",8309,6
XV,8310,"Sign plates, name plates, address plates and similar plates, numbers, letters and other symbols, of base metal, excluding those of heading no. 9405",83,4
XV,831000,"Sign plates, name-plates, address-plates and similar plates, numbers, letters and other symbols; of base metal, excluding those of heading no. 9405",8310,6
XV,8311,"Wires, rods, tubes, plates, electrodes of base metal or metal carbides; of a kind used for soldering, brazing, welding; wires and rods for metal spraying",83,4
XV,831110,"Electrodes; coated, of base metal, for electric arc-welding",8311,6
XV,831120,"Wire; cored, of base metal, for electric arc-welding",8311,6
XV,831130,"Rods and wire; coated rods and cored wire, of base metal, for soldering, brazing or welding by flame",8311,6
